Img_Label,Val
03-17 12.30.12.jpg_Left,748
03-17 12.30.12.jpg_Width,40
03-17 12.30.12.jpg_Height,40
02-25 14.21.14.jpg_Top,379
02-25 14.21.14.jpg_Left,406
02-25 14.21.14.jpg_Width,39
02-25 14.21.14.jpg_Height,39
01-07 12.56.08.jpg_Top,74
01-07 12.56.08.jpg_Left,758
01-07 12.56.08.jpg_Width,58
01-07 12.56.08.jpg_Height,58
08-25 14.02.52.jpg_Top,430
08-25 14.02.52.jpg_Left,90
08-25 14.02.52.jpg_Width,48
08-25 14.02.52.jpg_Height,48
01-29 12.59.26.jpg_Top,246
01-29 12.59.26.jpg_Left,70
01-29 12.59.26.jpg_Width,59
01-29 12.59.26.jpg_Height,59
01-30 12.04.51.jpg_Top,331
01-30 12.04.51.jpg_Left,1144
01-30 12.04.51.jpg_Width,34
01-30 12.04.51.jpg_Height,34
01-21 04.22.50.jpg_Top,221
01-21 04.22.50.jpg_Left,994
01-21 04.22.50.jpg_Width,87
01-21 04.22.50.jpg_Height,87
03-17 12.27.00.jpg_Top,294
03-17 12.27.00.jpg_Left,98
03-17 12.27.00.jpg_Width,55
03-17 12.27.00.jpg_Height,55
01-29 12.09.50.jpg_Top,287
01-29 12.09.50.jpg_Left,40
01-29 12.09.50.jpg_Width,45
01-29 12.09.50.jpg_Height,45
02-19 01.40.48.jpg_Top,314
02-19 01.40.48.jpg_Left,218
02-19 01.40.48.jpg_Width,54
02-19 01.40.48.jpg_Height,54
02-20 10.00.38.jpg_Top,505
02-20 10.00.38.jpg_Left,358
02-20 10.00.38.jpg_Width,25
02-20 10.00.38.jpg_Height,25
05-20 11.54.07.jpg_Top,536
05-20 11.54.07.jpg_Left,561
05-20 11.54.07.jpg_Width,46
05-20 11.54.07.jpg_Height,46
01-29 02.50.53.jpg_Top,368
01-29 02.50.53.jpg_Left,836
01-29 02.50.53.jpg_Width,226
01-29 02.50.53.jpg_Height,226
01-12 11.53.49.jpg_Top,246
01-12 11.53.49.jpg_Left,2
01-12 11.53.49.jpg_Width,56
01-12 11.53.49.jpg_Height,56
01-30 03.23.51.jpg_Top,219
01-30 03.23.51.jpg_Left,829
01-30 03.23.51.jpg_Width,45
01-30 03.23.51.jpg_Height,45
08-13 16.10.39.jpg_Top,396
08-13 16.10.39.jpg_Left,374
08-13 16.10.39.jpg_Width,26
08-13 16.10.39.jpg_Height,26
02-25 13.32.33.jpg_Top,326
02-25 13.32.33.jpg_Left,1478
02-25 13.32.33.jpg_Width,121
02-25 13.32.33.jpg_Height,121
01-25 11.35.56.jpg_Top,290
01-25 11.35.56.jpg_Left,114
01-25 11.35.56.jpg_Width,25
01-25 11.35.56.jpg_Height,25
02-25 16.21.01.jpg_Top,325
02-25 16.21.01.jpg_Left,283
02-25 16.21.01.jpg_Width,62
02-25 16.21.01.jpg_Height,62
04-24 04.19.02.jpg_Top,212
04-24 04.19.02.jpg_Left,198
04-24 04.19.02.jpg_Width,40
04-24 04.19.02.jpg_Height,40
02-25 15.17.37.jpg_Top,343
02-25 15.17.37.jpg_Left,441
02-25 15.17.37.jpg_Width,46
02-25 15.17.37.jpg_Height,46
06-08 13.23.50.jpg_Top,623
06-08 13.23.50.jpg_Left,286
06-08 13.23.50.jpg_Width,80
06-08 13.23.50.jpg_Height,80
05-20 09.41.06.jpg_Top,425
05-20 09.41.06.jpg_Left,365
05-20 09.41.06.jpg_Width,61
05-20 09.41.06.jpg_Height,61
08-27 12.41.13.jpg_Top,386
08-27 12.41.13.jpg_Left,867
08-27 12.41.13.jpg_Width,34
08-27 12.41.13.jpg_Height,34
01-22 12.17.24.jpg_Top,326
01-22 12.17.24.jpg_Left,347
01-22 12.17.24.jpg_Width,30
01-22 12.17.24.jpg_Height,30
08-22 10.22.56.jpg_Top,446
08-22 10.22.56.jpg_Left,883
08-22 10.22.56.jpg_Width,37
08-22 10.22.56.jpg_Height,37
02-25 13.28.14.jpg_Top,358
02-25 13.28.14.jpg_Left,1369
02-25 13.28.14.jpg_Width,56
02-25 13.28.14.jpg_Height,56
02-20 09.51.05.jpg_Top,69
02-20 09.51.05.jpg_Left,930
02-20 09.51.05.jpg_Width,54
02-20 09.51.05.jpg_Height,54
05-20 11.43.03.jpg_Top,477
05-20 11.43.03.jpg_Left,560
05-20 11.43.03.jpg_Width,77
05-20 11.43.03.jpg_Height,77
08-22 11.46.25.jpg_Top,458
08-22 11.46.25.jpg_Left,963
08-22 11.46.25.jpg_Width,35
08-22 11.46.25.jpg_Height,35
01-22 03.25.51.jpg_Top,224
01-22 03.25.51.jpg_Left,291
01-22 03.25.51.jpg_Width,192
01-22 03.25.51.jpg_Height,192
08-20 12.05.21.jpg_Top,362
08-20 12.05.21.jpg_Left,1003
08-20 12.05.21.jpg_Width,66
08-20 12.05.21.jpg_Height,66
03-03 01.06.01.jpg_Top,266
03-03 01.06.01.jpg_Left,783
03-03 01.06.01.jpg_Width,34
03-03 01.06.01.jpg_Height,34
03-17 12.27.32.jpg_Top,328
03-17 12.27.32.jpg_Left,149
03-17 12.27.32.jpg_Width,48
03-17 12.27.32.jpg_Height,48
04-24 12.56.39.jpg_Top,33
04-24 12.56.39.jpg_Left,171
04-24 12.56.39.jpg_Width,88
04-24 12.56.39.jpg_Height,88
03-02 01.14.45.jpg_Top,358
03-02 01.14.45.jpg_Left,248
03-02 01.14.45.jpg_Width,34
03-02 01.14.45.jpg_Height,34
02-25 16.10.28.jpg_Top,328
02-25 16.10.28.jpg_Left,262
02-25 16.10.28.jpg_Width,105
02-25 16.10.28.jpg_Height,105
02-15 12.12.21.jpg_Top,237
02-15 12.12.21.jpg_Left,221
02-15 12.12.21.jpg_Width,74
02-15 12.12.21.jpg_Height,74
02-25 13.28.44.jpg_Top,372
02-25 13.28.44.jpg_Left,1579
02-25 13.28.44.jpg_Width,115
02-25 13.28.44.jpg_Height,115
05-01 14.04.02.jpg_Top,567
05-01 14.04.02.jpg_Left,360
05-01 14.04.02.jpg_Width,60
05-01 14.04.02.jpg_Height,60
05-12 12.08.40.jpg_Top,557
05-12 12.08.40.jpg_Left,426
05-12 12.08.40.jpg_Width,76
05-12 12.08.40.jpg_Height,76
03-04 11.24.23.jpg_Top,446
03-04 11.24.23.jpg_Left,1179
03-04 11.24.23.jpg_Width,45
03-04 11.24.23.jpg_Height,45
01-29 11.18.42.jpg_Top,277
01-29 11.18.42.jpg_Left,830
01-29 11.18.42.jpg_Width,52
01-29 11.18.42.jpg_Height,52
06-08 10.29.03.jpg_Top,570
06-08 10.29.03.jpg_Left,1262
06-08 10.29.03.jpg_Width,54
06-08 10.29.03.jpg_Height,54
05-20 13.04.22.jpg_Top,441
05-20 13.04.22.jpg_Left,386
05-20 13.04.22.jpg_Width,76
05-20 13.04.22.jpg_Height,76
05-12 12.10.06.jpg_Top,255
05-12 12.10.06.jpg_Left,1278
05-12 12.10.06.jpg_Width,60
05-12 12.10.06.jpg_Height,60
03-09 05.03.00.jpg_Top,370
03-09 05.03.00.jpg_Left,426
03-09 05.03.00.jpg_Width,24
03-09 05.03.00.jpg_Height,24
03-08 11.43.24.jpg_Top,154
03-08 11.43.24.jpg_Left,224
03-08 11.43.24.jpg_Width,87
03-08 11.43.24.jpg_Height,87
01-25 08.51.48.jpg_Top,272
01-25 08.51.48.jpg_Left,149
01-25 08.51.48.jpg_Width,57
01-25 08.51.48.jpg_Height,57
04-04 12.25.09.jpg_Top,319
04-04 12.25.09.jpg_Left,332
04-04 12.25.09.jpg_Width,53
04-04 12.25.09.jpg_Height,53
03-16 04.32.03.jpg_Top,187
03-16 04.32.03.jpg_Left,20
03-16 04.32.03.jpg_Width,106
03-16 04.32.03.jpg_Height,106
03-17 12.06.45.jpg_Top,528
03-17 12.06.45.jpg_Left,599
03-17 12.06.45.jpg_Width,102
03-17 12.06.45.jpg_Height,102
02-24 05.19.55.jpg_Top,384
02-24 05.19.55.jpg_Left,294
02-24 05.19.55.jpg_Width,56
02-24 05.19.55.jpg_Height,56
08-08 17.07.48.jpg_Top,332
08-08 17.07.48.jpg_Left,999
08-08 17.07.48.jpg_Width,31
08-08 17.07.48.jpg_Height,31
03-17 12.29.28.jpg_Top,376
03-17 12.29.28.jpg_Left,212
03-17 12.29.28.jpg_Width,40
03-17 12.29.28.jpg_Height,40
03-07 02.32.39.jpg_Top,482
03-07 02.32.39.jpg_Left,690
03-07 02.32.39.jpg_Width,55
03-07 02.32.39.jpg_Height,55
02-20 10.00.50.jpg_Top,214
02-20 10.00.50.jpg_Left,874
02-20 10.00.50.jpg_Width,64
02-20 10.00.50.jpg_Height,64
01-22 05.25.41.jpg_Top,274
01-22 05.25.41.jpg_Left,305
01-22 05.25.41.jpg_Width,45
01-22 05.25.41.jpg_Height,45
01-22 11.33.13.jpg_Top,290
01-22 11.33.13.jpg_Left,118
01-22 11.33.13.jpg_Width,49
01-22 11.33.13.jpg_Height,49
03-03 11.41.09.jpg_Top,233
03-03 11.41.09.jpg_Left,202
03-03 11.41.09.jpg_Width,32
03-03 11.41.09.jpg_Height,32
01-20 01.06.34.jpg_Top,334
01-20 01.06.34.jpg_Left,391
01-20 01.06.34.jpg_Width,28
01-20 01.06.34.jpg_Height,28
08-12 09.27.24.jpg_Top,169
08-12 09.27.24.jpg_Left,647
08-12 09.27.24.jpg_Width,70
08-12 09.27.24.jpg_Height,70
05-28 10.45.46.jpg_Top,599
05-28 10.45.46.jpg_Left,591
05-28 10.45.46.jpg_Width,26
05-28 10.45.46.jpg_Height,26
05-09 09.23.54.jpg_Top,537
05-09 09.23.54.jpg_Left,288
05-09 09.23.54.jpg_Width,90
05-09 09.23.54.jpg_Height,90
01-18 12.43.47.jpg_Top,38
01-18 12.43.47.jpg_Left,3
01-18 12.43.47.jpg_Width,56
01-18 12.43.47.jpg_Height,56
03-02 05.33.26.jpg_Top,405
03-02 05.33.26.jpg_Left,110
03-02 05.33.26.jpg_Width,42
03-02 05.33.26.jpg_Height,42
03-10 11.21.16.jpg_Top,331
03-10 11.21.16.jpg_Left,386
03-10 11.21.16.jpg_Width,60
03-10 11.21.16.jpg_Height,60
02-25 15.58.25.jpg_Top,396
02-25 15.58.25.jpg_Left,504
02-25 15.58.25.jpg_Width,41
02-25 15.58.25.jpg_Height,41
08-22 11.07.40.jpg_Top,442
08-22 11.07.40.jpg_Left,366
08-22 11.07.40.jpg_Width,42
08-22 11.07.40.jpg_Height,42
05-19 18.08.45.jpg_Top,754
05-19 18.08.45.jpg_Left,988
05-19 18.08.45.jpg_Width,68
05-19 18.08.45.jpg_Height,68
02-25 14.24.43.jpg_Top,323
02-25 14.24.43.jpg_Left,102
02-25 14.24.43.jpg_Width,63
02-25 14.24.43.jpg_Height,63
01-09 01.37.10.jpg_Top,351
01-09 01.37.10.jpg_Left,836
01-09 01.37.10.jpg_Width,38
01-09 01.37.10.jpg_Height,38
03-17 12.38.31.jpg_Top,240
03-17 12.38.31.jpg_Left,21
03-17 12.38.31.jpg_Width,65
03-17 12.38.31.jpg_Height,65
05-20 11.25.24.jpg_Top,530
05-20 11.25.24.jpg_Left,623
05-20 11.25.24.jpg_Width,42
05-20 11.25.24.jpg_Height,42
03-15 04.05.49.jpg_Top,231
03-15 04.05.49.jpg_Left,40
03-15 04.05.49.jpg_Width,56
03-15 04.05.49.jpg_Height,56
08-12 09.49.38.jpg_Top,294
08-12 09.49.38.jpg_Left,202
08-12 09.49.38.jpg_Width,56
08-12 09.49.38.jpg_Height,56
03-17 04.09.46.jpg_Top,258
03-17 04.09.46.jpg_Left,42
03-17 04.09.46.jpg_Width,83
03-17 04.09.46.jpg_Height,83
02-20 02.58.50.jpg_Top,264
02-20 02.58.50.jpg_Left,405
02-20 02.58.50.jpg_Width,54
02-20 02.58.50.jpg_Height,54
08-13 15.51.38.jpg_Top,313
08-13 15.51.38.jpg_Left,236
08-13 15.51.38.jpg_Width,52
08-13 15.51.38.jpg_Height,52
03-10 03.20.12.jpg_Top,332
03-10 03.20.12.jpg_Left,317
03-10 03.20.12.jpg_Width,36
03-10 03.20.12.jpg_Height,36
03-10 03.16.32.jpg_Top,289
03-10 03.16.32.jpg_Left,16
03-10 03.16.32.jpg_Width,62
03-10 03.16.32.jpg_Height,62
01-20 01.05.58.jpg_Top,308
01-20 01.05.58.jpg_Left,256
01-20 01.05.58.jpg_Width,32
01-20 01.05.58.jpg_Height,32
01-22 04.37.49.jpg_Top,330
01-22 04.37.49.jpg_Left,250
01-22 04.37.49.jpg_Width,26
01-22 04.37.49.jpg_Height,26
06-08 10.34.47.jpg_Top,397
06-08 10.34.47.jpg_Left,169
06-08 10.34.47.jpg_Width,113
06-08 10.34.47.jpg_Height,113
06-08 12.54.53.jpg_Top,356
06-08 12.54.53.jpg_Left,438
06-08 12.54.53.jpg_Width,127
06-08 12.54.53.jpg_Height,127
03-04 05.40.31.jpg_Top,367
03-04 05.40.31.jpg_Left,36
03-04 05.40.31.jpg_Width,65
03-04 05.40.31.jpg_Height,65
03-29 14.59.18.jpg_Top,300
03-29 14.59.18.jpg_Left,1313
03-29 14.59.18.jpg_Width,294
03-29 14.59.18.jpg_Height,294
08-29 18.04.49.jpg_Top,452
08-29 18.04.49.jpg_Left,390
08-29 18.04.49.jpg_Width,26
08-29 18.04.49.jpg_Height,26
08-10 17.07.24.jpg_Top,449
08-10 17.07.24.jpg_Left,350
08-10 17.07.24.jpg_Width,72
08-10 17.07.24.jpg_Height,72
01-22 10.59.21.jpg_Top,336
01-22 10.59.21.jpg_Left,252
01-22 10.59.21.jpg_Width,31
01-22 10.59.21.jpg_Height,31
03-02 01.20.10.jpg_Top,306
03-02 01.20.10.jpg_Left,991
03-02 01.20.10.jpg_Width,49
03-02 01.20.10.jpg_Height,49
06-04 16.36.08.jpg_Top,602
06-04 16.36.08.jpg_Left,512
06-04 16.36.08.jpg_Width,33
06-04 16.36.08.jpg_Height,33
02-24 02.29.25.jpg_Top,415
02-24 02.29.25.jpg_Left,303
02-24 02.29.25.jpg_Width,25
02-24 02.29.25.jpg_Height,25
02-20 10.01.55.jpg_Top,308
02-20 10.01.55.jpg_Left,412
02-20 10.01.55.jpg_Width,28
02-20 10.01.55.jpg_Height,28
