Img_Label,Val
08-22 11.07.40.jpg_Left,367
08-22 11.07.40.jpg_Width,42
08-22 11.07.40.jpg_Height,42
03-16 04.32.03.jpg_Top,189
03-16 04.32.03.jpg_Left,25
03-16 04.32.03.jpg_Width,100
03-16 04.32.03.jpg_Height,100
08-12 09.27.24.jpg_Top,166
08-12 09.27.24.jpg_Left,645
08-12 09.27.24.jpg_Width,74
08-12 09.27.24.jpg_Height,74
01-20 01.06.34.jpg_Top,334
01-20 01.06.34.jpg_Left,391
01-20 01.06.34.jpg_Width,29
01-20 01.06.34.jpg_Height,29
02-25 13.28.14.jpg_Top,352
02-25 13.28.14.jpg_Left,1363
02-25 13.28.14.jpg_Width,68
02-25 13.28.14.jpg_Height,68
08-12 10.02.54.jpg_Top,251
08-12 10.02.54.jpg_Left,9
08-12 10.02.54.jpg_Width,55
08-12 10.02.54.jpg_Height,55
03-10 03.20.12.jpg_Top,325
03-10 03.20.12.jpg_Left,311
03-10 03.20.12.jpg_Width,49
03-10 03.20.12.jpg_Height,49
03-02 01.14.45.jpg_Top,354
03-02 01.14.45.jpg_Left,241
03-02 01.14.45.jpg_Width,47
03-02 01.14.45.jpg_Height,47
02-19 01.38.35.jpg_Top,323
02-19 01.38.35.jpg_Left,333
02-19 01.38.35.jpg_Width,30
02-19 01.38.35.jpg_Height,30
02-19 01.40.48.jpg_Top,312
02-19 01.40.48.jpg_Left,216
02-19 01.40.48.jpg_Width,56
02-19 01.40.48.jpg_Height,56
03-17 12.06.45.jpg_Top,360.0
03-17 12.06.45.jpg_Left,640.0
03-17 12.06.45.jpg_Width,50
03-17 12.06.45.jpg_Height,50
03-01 10.01.10.jpg_Top,626
03-01 10.01.10.jpg_Left,726
03-01 10.01.10.jpg_Width,36
03-01 10.01.10.jpg_Height,36
02-25 13.32.19.jpg_Top,338.0
02-25 13.32.19.jpg_Left,1668.0
02-25 13.32.19.jpg_Width,55
02-25 13.32.19.jpg_Height,55
01-30 03.23.51.jpg_Top,213
01-30 03.23.51.jpg_Left,826
01-30 03.23.51.jpg_Width,49
01-30 03.23.51.jpg_Height,49
02-20 09.51.05.jpg_Top,308
02-20 09.51.05.jpg_Left,362
02-20 09.51.05.jpg_Width,43
02-20 09.51.05.jpg_Height,43
08-13 16.10.39.jpg_Top,397
08-13 16.10.39.jpg_Left,372
08-13 16.10.39.jpg_Width,26
08-13 16.10.39.jpg_Height,26
03-08 11.43.24.jpg_Top,360.0
03-08 11.43.24.jpg_Left,640.0
03-08 11.43.24.jpg_Width,50
03-08 11.43.24.jpg_Height,50
01-05 10.17.13.jpg_Top,360.0
01-05 10.17.13.jpg_Left,640.0
01-05 10.17.13.jpg_Width,50
01-05 10.17.13.jpg_Height,50
08-12 09.49.38.jpg_Top,286
08-12 09.49.38.jpg_Left,194
08-12 09.49.38.jpg_Width,71
08-12 09.49.38.jpg_Height,71
02-25 14.24.43.jpg_Top,323
02-25 14.24.43.jpg_Left,102
02-25 14.24.43.jpg_Width,63
02-25 14.24.43.jpg_Height,63
05-20 09.41.06.jpg_Top,413
05-20 09.41.06.jpg_Left,356
05-20 09.41.06.jpg_Width,86
05-20 09.41.06.jpg_Height,86
08-22 11.46.25.jpg_Top,457
08-22 11.46.25.jpg_Left,959
08-22 11.46.25.jpg_Width,38
08-22 11.46.25.jpg_Height,38
08-23 15.53.37.jpg_Top,348
08-23 15.53.37.jpg_Left,905
08-23 15.53.37.jpg_Width,45
08-23 15.53.37.jpg_Height,45
01-22 04.37.49.jpg_Top,328
01-22 04.37.49.jpg_Left,248
01-22 04.37.49.jpg_Width,30
01-22 04.37.49.jpg_Height,30
01-07 12.56.08.jpg_Top,69
01-07 12.56.08.jpg_Left,750
01-07 12.56.08.jpg_Width,69
01-07 12.56.08.jpg_Height,69
01-20 01.32.29.jpg_Top,315
01-20 01.32.29.jpg_Left,310
01-20 01.32.29.jpg_Width,41
01-20 01.32.29.jpg_Height,41
01-18 12.43.47.jpg_Top,360.0
01-18 12.43.47.jpg_Left,640.0
01-18 12.43.47.jpg_Width,50
01-18 12.43.47.jpg_Height,50
06-04 16.36.08.jpg_Top,601
06-04 16.36.08.jpg_Left,511
06-04 16.36.08.jpg_Width,35
06-04 16.36.08.jpg_Height,35
03-17 12.30.12.jpg_Top,360.0
03-17 12.30.12.jpg_Left,640.0
03-17 12.30.12.jpg_Width,50
03-17 12.30.12.jpg_Height,50
02-19 01.39.03.jpg_Top,199
02-19 01.39.03.jpg_Left,238
02-19 01.39.03.jpg_Width,79
02-19 01.39.03.jpg_Height,79
06-08 10.29.03.jpg_Top,569
06-08 10.29.03.jpg_Left,1261
06-08 10.29.03.jpg_Width,57
06-08 10.29.03.jpg_Height,57
05-01 14.04.02.jpg_Top,569
05-01 14.04.02.jpg_Left,363
05-01 14.04.02.jpg_Width,55
05-01 14.04.02.jpg_Height,55
08-26 17.53.37.jpg_Top,349
08-26 17.53.37.jpg_Left,39
08-26 17.53.37.jpg_Width,78
08-26 17.53.37.jpg_Height,78
01-21 04.22.50.jpg_Top,201
01-21 04.22.50.jpg_Left,988
01-21 04.22.50.jpg_Width,115
01-21 04.22.50.jpg_Height,115
03-07 02.32.39.jpg_Top,535
03-07 02.32.39.jpg_Left,285
03-07 02.32.39.jpg_Width,125
03-07 02.32.39.jpg_Height,125
02-20 10.00.38.jpg_Top,360.0
02-20 10.00.38.jpg_Left,640.0
02-20 10.00.38.jpg_Width,50
02-20 10.00.38.jpg_Height,50
01-30 12.04.51.jpg_Top,360.0
01-30 12.04.51.jpg_Left,640.0
01-30 12.04.51.jpg_Width,50
01-30 12.04.51.jpg_Height,50
04-17 01.46.06.jpg_Top,360.0
04-17 01.46.06.jpg_Left,640.0
04-17 01.46.06.jpg_Width,50
04-17 01.46.06.jpg_Height,50
02-24 05.19.55.jpg_Top,360.0
02-24 05.19.55.jpg_Left,640.0
02-24 05.19.55.jpg_Width,50
02-24 05.19.55.jpg_Height,50
01-29 12.09.50.jpg_Top,280
01-29 12.09.50.jpg_Left,37
01-29 12.09.50.jpg_Width,53
01-29 12.09.50.jpg_Height,53
03-02 05.33.26.jpg_Top,360.0
03-02 05.33.26.jpg_Left,640.0
03-02 05.33.26.jpg_Width,50
03-02 05.33.26.jpg_Height,50
01-22 11.33.13.jpg_Top,222
01-22 11.33.13.jpg_Left,137
01-22 11.33.13.jpg_Width,136
01-22 11.33.13.jpg_Height,136
05-08 11.13.32.jpg_Top,32
05-08 11.13.32.jpg_Left,678
05-08 11.13.32.jpg_Width,108
05-08 11.13.32.jpg_Height,108
04-04 12.39.12.jpg_Top,346
04-04 12.39.12.jpg_Left,384
04-04 12.39.12.jpg_Width,48
04-04 12.39.12.jpg_Height,48
03-17 12.29.28.jpg_Top,373
03-17 12.29.28.jpg_Left,211
03-17 12.29.28.jpg_Width,44
03-17 12.29.28.jpg_Height,44
02-20 10.01.55.jpg_Top,306
02-20 10.01.55.jpg_Left,410
02-20 10.01.55.jpg_Width,32
02-20 10.01.55.jpg_Height,32
03-15 04.05.49.jpg_Top,223
03-15 04.05.49.jpg_Left,31
03-15 04.05.49.jpg_Width,71
03-15 04.05.49.jpg_Height,71
03-04 11.24.23.jpg_Top,449
03-04 11.24.23.jpg_Left,1181
03-04 11.24.23.jpg_Width,41
03-04 11.24.23.jpg_Height,41
01-29 11.18.42.jpg_Top,360.0
01-29 11.18.42.jpg_Left,640.0
01-29 11.18.42.jpg_Width,50
01-29 11.18.42.jpg_Height,50
05-20 11.54.07.jpg_Top,529
05-20 11.54.07.jpg_Left,554
05-20 11.54.07.jpg_Width,59
05-20 11.54.07.jpg_Height,59
03-29 14.59.18.jpg_Top,447.0
03-29 14.59.18.jpg_Left,1460.0
03-29 14.59.18.jpg_Width,55
03-29 14.59.18.jpg_Height,55
06-08 10.34.47.jpg_Top,392
06-08 10.34.47.jpg_Left,161
06-08 10.34.47.jpg_Width,127
06-08 10.34.47.jpg_Height,127
04-24 12.56.39.jpg_Top,33
04-24 12.56.39.jpg_Left,171
04-24 12.56.39.jpg_Width,87
04-24 12.56.39.jpg_Height,87
03-04 05.40.31.jpg_Top,362
03-04 05.40.31.jpg_Left,27
03-04 05.40.31.jpg_Width,74
03-04 05.40.31.jpg_Height,74
01-22 01.19.57.jpg_Top,299
01-22 01.19.57.jpg_Left,274
01-22 01.19.57.jpg_Width,48
01-22 01.19.57.jpg_Height,48
03-02 01.20.10.jpg_Top,306
03-02 01.20.10.jpg_Left,990
03-02 01.20.10.jpg_Width,49
03-02 01.20.10.jpg_Height,49
03-03 11.41.09.jpg_Top,224
03-03 11.41.09.jpg_Left,195
03-03 11.41.09.jpg_Width,45
03-03 11.41.09.jpg_Height,45
03-09 05.03.00.jpg_Top,360.0
03-09 05.03.00.jpg_Left,640.0
03-09 05.03.00.jpg_Width,50
03-09 05.03.00.jpg_Height,50
08-08 17.07.48.jpg_Top,320
08-08 17.07.48.jpg_Left,982
08-08 17.07.48.jpg_Width,61
08-08 17.07.48.jpg_Height,61
08-25 14.02.52.jpg_Top,360.0
08-25 14.02.52.jpg_Left,640.0
08-25 14.02.52.jpg_Width,50
08-25 14.02.52.jpg_Height,50
01-22 03.25.51.jpg_Top,278
01-22 03.25.51.jpg_Left,335
01-22 03.25.51.jpg_Width,88
01-22 03.25.51.jpg_Height,88
03-17 12.27.00.jpg_Top,290
03-17 12.27.00.jpg_Left,98
03-17 12.27.00.jpg_Width,60
03-17 12.27.00.jpg_Height,60
02-25 14.21.14.jpg_Top,376
02-25 14.21.14.jpg_Left,405
02-25 14.21.14.jpg_Width,44
02-25 14.21.14.jpg_Height,44
01-22 05.25.41.jpg_Top,124
01-22 05.25.41.jpg_Left,591
01-22 05.25.41.jpg_Width,53
01-22 05.25.41.jpg_Height,53
01-22 10.59.21.jpg_Top,336
01-22 10.59.21.jpg_Left,252
01-22 10.59.21.jpg_Width,32
01-22 10.59.21.jpg_Height,32
02-25 13.28.11.jpg_Top,369
02-25 13.28.11.jpg_Left,1162
02-25 13.28.11.jpg_Width,54
02-25 13.28.11.jpg_Height,54
02-20 02.58.50.jpg_Top,271
02-20 02.58.50.jpg_Left,409
02-20 02.58.50.jpg_Width,48
02-20 02.58.50.jpg_Height,48
05-20 11.25.24.jpg_Top,522
05-20 11.25.24.jpg_Left,615
05-20 11.25.24.jpg_Width,58
05-20 11.25.24.jpg_Height,58
02-25 16.10.28.jpg_Top,349
02-25 16.10.28.jpg_Left,300
02-25 16.10.28.jpg_Width,66
02-25 16.10.28.jpg_Height,66
06-07 14.16.26.jpg_Top,540.0
06-07 14.16.26.jpg_Left,960.0
06-07 14.16.26.jpg_Width,50
06-07 14.16.26.jpg_Height,50
02-20 10.00.50.jpg_Top,360.0
02-20 10.00.50.jpg_Left,640.0
02-20 10.00.50.jpg_Width,50
02-20 10.00.50.jpg_Height,50
03-06 01.26.48.jpg_Top,336
03-06 01.26.48.jpg_Left,1117
03-06 01.26.48.jpg_Width,90
03-06 01.26.48.jpg_Height,90
03-03 01.06.01.jpg_Top,266
03-03 01.06.01.jpg_Left,783
03-03 01.06.01.jpg_Width,34
03-03 01.06.01.jpg_Height,34
01-22 10.32.16.jpg_Top,352
01-22 10.32.16.jpg_Left,358
01-22 10.32.16.jpg_Width,30
01-22 10.32.16.jpg_Height,30
01-25 11.35.56.jpg_Top,270
01-25 11.35.56.jpg_Left,86
01-25 11.35.56.jpg_Width,63
01-25 11.35.56.jpg_Height,63
02-25 13.32.33.jpg_Top,540.0
02-25 13.32.33.jpg_Left,960.0
02-25 13.32.33.jpg_Width,50
02-25 13.32.33.jpg_Height,50
08-13 15.51.38.jpg_Top,314
08-13 15.51.38.jpg_Left,237
08-13 15.51.38.jpg_Width,50
08-13 15.51.38.jpg_Height,50
05-28 10.45.46.jpg_Top,596
05-28 10.45.46.jpg_Left,589
05-28 10.45.46.jpg_Width,32
05-28 10.45.46.jpg_Height,32
04-24 04.19.02.jpg_Top,212
04-24 04.19.02.jpg_Left,198
04-24 04.19.02.jpg_Width,41
04-24 04.19.02.jpg_Height,41
06-08 13.23.50.jpg_Top,616
06-08 13.23.50.jpg_Left,280
06-08 13.23.50.jpg_Width,95
06-08 13.23.50.jpg_Height,95
03-10 11.21.16.jpg_Top,329
03-10 11.21.16.jpg_Left,386
03-10 11.21.16.jpg_Width,60
03-10 11.21.16.jpg_Height,60
05-19 18.08.45.jpg_Top,379
05-19 18.08.45.jpg_Left,1494
05-19 18.08.45.jpg_Width,119
05-19 18.08.45.jpg_Height,119
02-25 13.28.44.jpg_Top,372
02-25 13.28.44.jpg_Left,1581
02-25 13.28.44.jpg_Width,113
02-25 13.28.44.jpg_Height,113
02-25 15.17.37.jpg_Top,337
02-25 15.17.37.jpg_Left,437
02-25 15.17.37.jpg_Width,54
02-25 15.17.37.jpg_Height,54
02-25 16.21.01.jpg_Top,319
02-25 16.21.01.jpg_Left,277
02-25 16.21.01.jpg_Width,71
02-25 16.21.01.jpg_Height,71
03-17 12.38.31.jpg_Top,360.0
03-17 12.38.31.jpg_Left,640.0
03-17 12.38.31.jpg_Width,50
03-17 12.38.31.jpg_Height,50
01-29 12.59.26.jpg_Top,234
01-29 12.59.26.jpg_Left,62
01-29 12.59.26.jpg_Width,78
01-29 12.59.26.jpg_Height,78
01-25 08.51.48.jpg_Top,271
01-25 08.51.48.jpg_Left,148
01-25 08.51.48.jpg_Width,57
01-25 08.51.48.jpg_Height,57
03-17 12.27.32.jpg_Top,328
03-17 12.27.32.jpg_Left,151
03-17 12.27.32.jpg_Width,48
03-17 12.27.32.jpg_Height,48
03-17 04.09.46.jpg_Top,245
03-17 04.09.46.jpg_Left,32
03-17 04.09.46.jpg_Width,110
03-17 04.09.46.jpg_Height,110
05-02 12.28.36.jpg_Top,617
05-02 12.28.36.jpg_Left,1276
05-02 12.28.36.jpg_Width,108
05-02 12.28.36.jpg_Height,108
03-10 03.16.32.jpg_Top,285
03-10 03.16.32.jpg_Left,10
03-10 03.16.32.jpg_Width,69
03-10 03.16.32.jpg_Height,69
03-15 03.36.02.jpg_Top,238
03-15 03.36.02.jpg_Left,184
03-15 03.36.02.jpg_Width,65
03-15 03.36.02.jpg_Height,65
05-12 12.08.40.jpg_Top,540.0
05-12 12.08.40.jpg_Left,960.0
05-12 12.08.40.jpg_Width,50
05-12 12.08.40.jpg_Height,50
05-12 12.10.06.jpg_Top,257
05-12 12.10.06.jpg_Left,1279
05-12 12.10.06.jpg_Width,58
05-12 12.10.06.jpg_Height,58
08-27 12.41.13.jpg_Top,383
08-27 12.41.13.jpg_Left,861
08-27 12.41.13.jpg_Width,44
08-27 12.41.13.jpg_Height,44
01-29 02.50.53.jpg_Top,484.5
01-29 02.50.53.jpg_Left,958.5
01-29 02.50.53.jpg_Width,55
01-29 02.50.53.jpg_Height,55
03-06 03.53.39.jpg_Top,360.0
03-06 03.53.39.jpg_Left,640.0
03-06 03.53.39.jpg_Width,50
03-06 03.53.39.jpg_Height,50
02-15 12.12.21.jpg_Top,236
02-15 12.12.21.jpg_Left,218
02-15 12.12.21.jpg_Width,77
02-15 12.12.21.jpg_Height,77
06-08 12.54.53.jpg_Top,356
06-08 12.54.53.jpg_Left,438
06-08 12.54.53.jpg_Width,127
06-08 12.54.53.jpg_Height,127
03-10 01.33.38.jpg_Top,304
03-10 01.33.38.jpg_Left,329
03-10 01.33.38.jpg_Width,69
03-10 01.33.38.jpg_Height,69
06-11 14.07.34.jpg_Top,501
06-11 14.07.34.jpg_Left,1499
06-11 14.07.34.jpg_Width,107
06-11 14.07.34.jpg_Height,107
02-24 02.29.25.jpg_Top,414
02-24 02.29.25.jpg_Left,303
02-24 02.29.25.jpg_Width,26
02-24 02.29.25.jpg_Height,26
